"Subscription_ID","Member_ID","Plan_ID","Start_Date","End_Date","Sub_Amount","Branch_ID"
"S14142","M448","P5","2025-02-13","2026-02-13","16000","B04"
"S14143","M2303","P2","2025-02-13","2025-03-15","1800","B04"
"S14144","M3759","P5","2025-02-13","2026-02-13","16000","B05"
"S14145","M2102","P3","2025-02-13","2025-05-14","4300","B01"
"S14146","M2279","P4","2025-02-13","2026-02-13","19000","B04"
"S14147","M1771","P1","2025-02-13","2025-05-14","4700","B04"
"S14148","M1703","P1","2025-02-13","2025-05-14","4700","B08"
"S14149","M1093","P1","2025-02-13","2025-05-14","4700","B09"
"S1415","M1662","P4","2022-10-15","2023-10-15","19000","B01"
"S14150","M2129","P5","2025-02-13","2026-02-13","16000","B09"
"S14151","M1500","P1","2025-02-13","2025-05-14","4700","B03"
"S14152","M2327","P4","2025-02-13","2026-02-13","19000","B09"
"S14153","M3242","P3","2025-02-13","2025-05-14","4300","B08"
"S14154","M4410","P6","2025-02-13","2025-03-15","1500","B09"
"S14155","M504","P3","2025-02-13","2025-05-14","4300","B08"
"S14156","M4523","P2","2025-02-13","2025-03-15","1800","B08"
"S14157","M5632","P1","2025-02-13","2025-05-14","4700","B08"
"S14158","M3926","P2","2025-02-13","2025-03-15","1800","B08"
"S14159","M3309","P1","2025-02-13","2025-05-14","4700","B06"
"S1416","M2111","P2","2022-10-15","2022-11-14","1800","B01"
"S14160","M5043","P1","2025-02-13","2025-05-14","4700","B08"
"S14161","M3802","P2","2025-02-14","2025-03-16","1800","B01"
"S14162","M5085","P5","2025-02-14","2026-02-14","16000","B09"
"S14163","M3414","P4","2025-02-14","2026-02-14","19000","B02"
"S14164","M2042","P1","2025-02-14","2025-05-15","4700","B04"
"S14165","M4021","P4","2025-02-14","2026-02-14","19000","B04"
"S14166","M3946","P1","2025-02-14","2025-05-15","4700","B05"
"S14167","M3477","P1","2025-02-14","2025-05-15","4700","B04"
"S14168","M5356","P2","2025-02-14","2025-03-16","1800","B03"
"S14169","M2032","P1","2025-02-14","2025-05-15","4700","B05"
"S1417","M4047","P1","2022-10-15","2023-01-13","4700","B02"
"S14170","M3322","P6","2025-02-14","2025-03-16","1500","B01"
"S14171","M808","P2","2025-02-14","2025-03-16","1800","B05"
"S14172","M4583","P1","2025-02-14","2025-05-15","4700","B04"
"S14173","M4852","P2","2025-02-14","2025-03-16","1800","B06"
"S14174","M1259","P2","2025-02-14","2025-03-16","1800","B03"
"S14175","M1879","P6","2025-02-14","2025-03-16","1500","B03"
"S14176","M1833","P3","2025-02-14","2025-05-15","4300","B08"
"S14177","M3601","P2","2025-02-14","2025-03-16","1800","B03"
"S14178","M4142","P5","2025-02-14","2026-02-14","16000","B08"
"S14179","M3252","P3","2025-02-14","2025-05-15","4300","B05"
"S1418","M1601","P6","2022-10-16","2022-11-15","1500","B01"
"S14180","M2239","P4","2025-02-14","2026-02-14","19000","B08"
"S14181","M3602","P5","2025-02-14","2026-02-14","16000","B06"
"S14182","M4559","P6","2025-02-14","2025-03-16","1500","B08"
"S14183","M4540","P1","2025-02-14","2025-05-15","4700","B08"
"S14184","M704","P6","2025-02-15","2025-03-17","1500","B01"
"S14185","M4889","P1","2025-02-15","2025-05-16","4700","B05"
"S14186","M772","P1","2025-02-15","2025-05-16","4700","B03"
"S14187","M1465","P3","2025-02-15","2025-05-16","4300","B03"
"S14188","M3634","P2","2025-02-15","2025-03-17","1800","B05"
"S14189","M730","P2","2025-02-15","2025-03-17","1800","B06"
"S1419","M5072","P4","2022-10-16","2023-10-16","19000","B01"
"S14190","M5019","P4","2025-02-15","2026-02-15","19000","B03"
"S14191","M4156","P4","2025-02-15","2026-02-15","19000","B07"
"S14192","M398","P2","2025-02-15","2025-03-17","1800","B07"
"S14193","M2104","P4","2025-02-15","2026-02-15","19000","B09"
"S14194","M2961","P1","2025-02-15","2025-05-16","4700","B04"
"S14195","M4866","P2","2025-02-15","2025-03-17","1800","B08"
"S14196","M4205","P4","2025-02-15","2026-02-15","19000","B03"
"S14197","M3162","P5","2025-02-15","2026-02-15","16000","B03"
"S14198","M4432","P3","2025-02-15","2025-05-16","4300","B09"
"S14199","M4109","P3","2025-02-15","2025-05-16","4300","B07"
"S142","M3421","P4","2022-03-07","2023-03-07","19000","B01"
"S1420","M5200","P3","2022-10-16","2023-01-14","4300","B02"
"S14200","M1720","P6","2025-02-15","2025-03-17","1500","B09"
"S14201","M2144","P4","2025-02-16","2026-02-16","19000","B01"
"S14202","M4961","P4","2025-02-16","2026-02-16","19000","B02"
"S14203","M4974","P2","2025-02-16","2025-03-18","1800","B02"
"S14204","M900","P4","2025-02-16","2026-02-16","19000","B02"
"S14205","M5217","P2","2025-02-16","2025-03-18","1800","B05"
"S14206","M2696","P6","2025-02-16","2025-03-18","1500","B04"
"S14207","M3950","P4","2025-02-16","2026-02-16","19000","B01"
"S14208","M2620","P3","2025-02-16","2025-05-17","4300","B05"
"S14209","M3105","P3","2025-02-16","2025-05-17","4300","B08"
"S1421","M2639","P1","2022-10-17","2023-01-15","4700","B01"
"S14210","M3229","P5","2025-02-16","2026-02-16","16000","B08"
"S14211","M4136","P3","2025-02-16","2025-05-17","4300","B09"
"S14212","M553","P5","2025-02-16","2026-02-16","16000","B08"
"S14213","M1032","P3","2025-02-16","2025-05-17","4300","B06"
"S14214","M2934","P1","2025-02-17","2025-05-18","4700","B01"
"S14215","M5216","P2","2025-02-17","2025-03-19","1800","B01"
"S14216","M5580","P5","2025-02-17","2026-02-17","16000","B08"
"S14217","M333","P2","2025-02-17","2025-03-19","1800","B04"
"S14218","M2736","P6","2025-02-17","2025-03-19","1500","B04"
"S14219","M1948","P4","2025-02-17","2026-02-17","19000","B05"
"S1422","M3947","P5","2022-10-17","2023-10-17","16000","B02"
"S14220","M3973","P2","2025-02-17","2025-03-19","1800","B05"
"S14221","M3310","P5","2025-02-17","2026-02-17","16000","B05"
"S14222","M151","P6","2025-02-17","2025-03-19","1500","B07"
"S14223","M1918","P2","2025-02-17","2025-03-19","1800","B09"
"S14224","M5250","P1","2025-02-17","2025-05-18","4700","B07"
"S14225","M544","P1","2025-02-17","2025-05-18","4700","B06"
"S14226","M2142","P3","2025-02-17","2025-05-18","4300","B05"
"S14227","M719","P6","2025-02-17","2025-03-19","1500","B08"
"S14228","M4207","P4","2025-02-17","2026-02-17","19000","B05"
"S14229","M866","P4","2025-02-17","2026-02-17","19000","B07"
"S1423","M4159","P2","2022-10-17","2022-11-16","1800","B01"
"S14230","M2621","P1","2025-02-17","2025-05-18","4700","B08"
"S14231","M4883","P2","2025-02-17","2025-03-19","1800","B08"
"S14232","M1992","P6","2025-02-17","2025-03-19","1500","B07"
"S14233","M057","P1","2025-02-17","2025-05-18","4700","B03"
"S14234","M1696","P4","2025-02-17","2026-02-17","19000","B03"
"S14235","M4836","P5","2025-02-17","2026-02-17","16000","B09"
"S14236","M2023","P6","2025-02-17","2025-03-19","1500","B08"
"S14237","M3323","P4","2025-02-17","2026-02-17","19000","B08"
"S14238","M5024","P6","2025-02-17","2025-03-19","1500","B06"
"S14239","M2275","P5","2025-02-18","2026-02-18","16000","B01"
"S1424","M4812","P4","2022-10-17","2023-10-17","19000","B02"
"S14240","M4046","P3","2025-02-18","2025-05-19","4300","B01"
"S14241","M454","P5","2025-02-18","2026-02-18","16000","B07"
"S14242","M5305","P4","2025-02-18","2026-02-18","19000","B02"
"S14243","M3524","P4","2025-02-18","2026-02-18","19000","B01"
"S14244","M1998","P1","2025-02-18","2025-05-19","4700","B01"
"S14245","M2830","P5","2025-02-18","2026-02-18","16000","B02"
"S14246","M352","P5","2025-02-18","2026-02-18","16000","B05"
"S14247","M1605","P4","2025-02-18","2026-02-18","19000","B03"
"S14248","M4913","P4","2025-02-18","2026-02-18","19000","B03"
"S14249","M2064","P2","2025-02-18","2025-03-20","1800","B05"
"S1425","M1115","P2","2022-10-18","2022-11-17","1800","B01"
"S14250","M3281","P4","2025-02-18","2026-02-18","19000","B01"
"S14251","M2779","P1","2025-02-18","2025-05-19","4700","B06"
"S14252","M3578","P6","2025-02-18","2025-03-20","1500","B09"
"S14253","M3028","P6","2025-02-18","2025-03-20","1500","B07"
"S14254","M2932","P5","2025-02-18","2026-02-18","16000","B03"
"S14255","M3922","P1","2025-02-18","2025-05-19","4700","B09"
"S14256","M5374","P5","2025-02-18","2026-02-18","16000","B06"
"S14257","M2311","P3","2025-02-18","2025-05-19","4300","B04"
"S14258","M3302","P6","2025-02-18","2025-03-20","1500","B03"
"S14259","M198","P2","2025-02-18","2025-03-20","1800","B06"
"S1426","M1403","P2","2022-10-18","2022-11-17","1800","B02"
"S14260","M3011","P2","2025-02-18","2025-03-20","1800","B08"
"S14261","M1153","P4","2025-02-19","2026-02-19","19000","B01"
"S14262","M2930","P6","2025-02-19","2025-03-21","1500","B02"
"S14263","M4937","P1","2025-02-19","2025-05-20","4700","B01"
"S14264","M1038","P5","2025-02-19","2026-02-19","16000","B04"
"S14265","M1978","P1","2025-02-19","2025-05-20","4700","B04"
"S14266","M2199","P2","2025-02-19","2025-03-21","1800","B04"
"S14267","M3328","P4","2025-02-19","2026-02-19","19000","B05"
"S14268","M595","P2","2025-02-19","2025-03-21","1800","B05"
"S14269","M143","P6","2025-02-19","2025-03-21","1500","B04"
"S1427","M2115","P3","2022-10-18","2023-01-16","4300","B02"
"S14270","M4043","P1","2025-02-19","2025-05-20","4700","B05"
"S14271","M5288","P6","2025-02-19","2025-03-21","1500","B03"
"S14272","M2478","P1","2025-02-19","2025-05-20","4700","B05"
"S14273","M1447","P1","2025-02-19","2025-05-20","4700","B03"
"S14274","M1575","P6","2025-02-19","2025-03-21","1500","B07"
"S14275","M289","P4","2025-02-19","2026-02-19","19000","B09"
"S14276","M019","P6","2025-02-19","2025-03-21","1500","B09"
"S14277","M2855","P6","2025-02-19","2025-03-21","1500","B03"
"S14278","M2020","P6","2025-02-19","2025-03-21","1500","B09"
"S14279","M3282","P3","2025-02-19","2025-05-20","4300","B09"
"S1428","M1744","P1","2022-10-18","2023-01-16","4700","B02"
"S14280","M2732","P6","2025-02-19","2025-03-21","1500","B05"
"S14281","M2918","P2","2025-02-19","2025-03-21","1800","B08"
"S14282","M5016","P3","2025-02-19","2025-05-20","4300","B07"
"S14283","M3451","P2","2025-02-19","2025-03-21","1800","B06"
"S14284","M4973","P6","2025-02-19","2025-03-21","1500","B06"
"S14285","M4765","P1","2025-02-20","2025-05-21","4700","B01"
"S14286","M3372","P4","2025-02-20","2026-02-20","19000","B02"
"S14287","M3500","P4","2025-02-20","2026-02-20","19000","B04"
"S14288","M736","P4","2025-02-20","2026-02-20","19000","B03"
"S14289","M4184","P5","2025-02-20","2026-02-20","16000","B05"
"S1429","M3890","P3","2022-10-19","2023-01-17","4300","B01"
"S14290","M2464","P3","2025-02-20","2025-05-21","4300","B01"
"S14291","M1190","P5","2025-02-20","2026-02-20","16000","B04"
"S14292","M1565","P1","2025-02-20","2025-05-21","4700","B05"
"S14293","M1384","P2","2025-02-20","2025-03-22","1800","B04"
"S14294","M818","P4","2025-02-20","2026-02-20","19000","B05"
"S14295","M5006","P2","2025-02-20","2025-03-22","1800","B03"
"S14296","M3001","P4","2025-02-20","2026-02-20","19000","B03"
"S14297","M4123","P4","2025-02-20","2026-02-20","19000","B06"
"S14298","M4914","P2","2025-02-20","2025-03-22","1800","B07"
"S14299","M5432","P5","2025-02-20","2026-02-20","16000","B07"
"S143","M4074","P4","2022-03-07","2023-03-07","19000","B01"
"S1430","M409","P4","2022-10-19","2023-10-19","19000","B01"
"S14300","M2073","P3","2025-02-20","2025-05-21","4300","B09"
"S14301","M4822","P4","2025-02-20","2026-02-20","19000","B08"
"S14302","M651","P4","2025-02-20","2026-02-20","19000","B06"
"S14303","M337","P3","2025-02-20","2025-05-21","4300","B09"
"S14304","M5147","P1","2025-02-20","2025-05-21","4700","B06"
"S14305","M5171","P1","2025-02-20","2025-05-21","4700","B08"
"S14306","M4771","P1","2025-02-20","2025-05-21","4700","B03"
"S14307","M4585","P5","2025-02-20","2026-02-20","16000","B06"
"S14308","M4910","P1","2025-02-20","2025-05-21","4700","B06"
"S14309","M1625","P4","2025-02-20","2026-02-20","19000","B06"
"S1431","M092","P2","2022-10-20","2022-11-19","1800","B01"
"S14310","M2385","P1","2025-02-20","2025-05-21","4700","B09"
"S14311","M1984","P4","2025-02-21","2026-02-21","19000","B01"
"S14312","M3716","P2","2025-02-21","2025-03-23","1800","B02"
"S14313","M1604","P5","2025-02-21","2026-02-21","16000","B01"
"S14314","M2933","P3","2025-02-21","2025-05-22","4300","B04"
"S14315","M4796","P2","2025-02-21","2025-03-23","1800","B02"
"S14316","M3044","P3","2025-02-21","2025-05-22","4300","B06"
"S14317","M2357","P5","2025-02-21","2026-02-21","16000","B05"
"S14318","M1859","P4","2025-02-21","2026-02-21","19000","B09"
"S14319","M1427","P5","2025-02-21","2026-02-21","16000","B09"
"S1432","M1909","P1","2022-10-20","2023-01-18","4700","B01"
"S14320","M5311","P5","2025-02-21","2026-02-21","16000","B05"
"S14321","M4588","P3","2025-02-21","2025-05-22","4300","B06"
"S14322","M1209","P1","2025-02-21","2025-05-22","4700","B03"
"S14323","M939","P5","2025-02-21","2026-02-21","16000","B03"
"S14324","M1520","P6","2025-02-21","2025-03-23","1500","B07"
"S14325","M3721","P2","2025-02-21","2025-03-23","1800","B09"
"S14326","M4504","P6","2025-02-21","2025-03-23","1500","B09"
"S14327","M4478","P4","2025-02-22","2026-02-22","19000","B06"
"S14328","M4536","P6","2025-02-22","2025-03-24","1500","B01"
"S14329","M4179","P3","2025-02-22","2025-05-23","4300","B02"
"S1433","M2109","P1","2022-10-20","2023-01-18","4700","B02"
"S14330","M2160","P2","2025-02-22","2025-03-24","1800","B05"
"S14331","M5464","P5","2025-02-22","2026-02-22","16000","B04"
"S14332","M2597","P3","2025-02-22","2025-05-23","4300","B05"
"S14333","M5312","P6","2025-02-22","2025-03-24","1500","B03"
"S14334","M3980","P4","2025-02-22","2026-02-22","19000","B04"
"S14335","M2896","P6","2025-02-22","2025-03-24","1500","B04"
"S14336","M265","P5","2025-02-22","2026-02-22","16000","B04"
"S14337","M1645","P4","2025-02-22","2026-02-22","19000","B06"
"S14338","M2588","P2","2025-02-22","2025-03-24","1800","B06"
"S14339","M1614","P2","2025-02-22","2025-03-24","1800","B04"
"S1434","M4961","P6","2022-10-20","2022-11-19","1500","B02"
"S14340","M4339","P1","2025-02-22","2025-05-23","4700","B05"
"S14341","M1876","P1","2025-02-22","2025-05-23","4700","B06"
"S14342","M5417","P3","2025-02-22","2025-05-23","4300","B06"
"S14343","M1996","P1","2025-02-22","2025-05-23","4700","B09"
"S14344","M4667","P4","2025-02-22","2026-02-22","19000","B08"
"S14345","M392","P3","2025-02-22","2025-05-23","4300","B08"
"S14346","M5067","P2","2025-02-22","2025-03-24","1800","B04"
"S14347","M4950","P3","2025-02-22","2025-05-23","4300","B09"
"S14348","M709","P5","2025-02-22","2026-02-22","16000","B08"
"S14349","M737","P4","2025-02-22","2026-02-22","19000","B06"
"S1435","M5527","P3","2022-10-20","2023-01-18","4300","B02"
"S14350","M3091","P1","2025-02-22","2025-05-23","4700","B07"
"S14351","M3599","P6","2025-02-22","2025-03-24","1500","B08"
"S14352","M2660","P3","2025-02-23","2025-05-24","4300","B02"
"S14353","M3923","P4","2025-02-23","2026-02-23","19000","B06"
"S14354","M955","P3","2025-02-23","2025-05-24","4300","B01"
"S14355","M2030","P4","2025-02-23","2026-02-23","19000","B01"
"S14356","M4384","P2","2025-02-23","2025-03-25","1800","B01"
"S14357","M1004","P6","2025-02-23","2025-03-25","1500","B04"
"S14358","M4539","P4","2025-02-23","2026-02-23","19000","B05"
"S14359","M2790","P5","2025-02-23","2026-02-23","16000","B04"
"S1436","M989","P5","2022-10-20","2023-10-20","16000","B01"
"S14360","M1460","P2","2025-02-23","2025-03-25","1800","B05"
"S14361","M3193","P3","2025-02-23","2025-05-24","4300","B05"
"S14362","M4189","P4","2025-02-23","2026-02-23","19000","B03"
"S14363","M4645","P6","2025-02-23","2025-03-25","1500","B04"
"S14364","M972","P5","2025-02-23","2026-02-23","16000","B07"
"S14365","M1439","P6","2025-02-23","2025-03-25","1500","B07"
"S14366","M5326","P5","2025-02-23","2026-02-23","16000","B03"
"S14367","M2509","P3","2025-02-23","2025-05-24","4300","B04"
"S14368","M2056","P4","2025-02-23","2026-02-23","19000","B07"
"S14369","M650","P5","2025-02-23","2026-02-23","16000","B06"
"S1437","M602","P4","2022-10-20","2023-10-20","19000","B01"
"S14370","M4527","P5","2025-02-23","2026-02-23","16000","B03"
"S14371","M189","P2","2025-02-23","2025-03-25","1800","B08"
"S14372","M1391","P1","2025-02-23","2025-05-24","4700","B07"
"S14373","M2589","P6","2025-02-23","2025-03-25","1500","B08"
"S14374","M3454","P1","2025-02-23","2025-05-24","4700","B08"
"S14375","M5184","P2","2025-02-23","2025-03-25","1800","B03"
"S14376","M4257","P4","2025-02-23","2026-02-23","19000","B09"
"S14377","M3440","P1","2025-02-23","2025-05-24","4700","B08"
"S14378","M3324","P6","2025-02-23","2025-03-25","1500","B06"
"S14379","M1101","P6","2025-02-23","2025-03-25","1500","B09"
"S1438","M2934","P1","2022-10-21","2023-01-19","4700","B01"
"S14380","M002","P6","2025-02-24","2025-03-26","1500","B02"
"S14381","M252","P5","2025-02-24","2026-02-24","16000","B02"
"S14382","M585","P5","2025-02-24","2026-02-24","16000","B08"
"S14383","M971","P4","2025-02-24","2026-02-24","19000","B01"
"S14384","M1987","P1","2025-02-24","2025-05-25","4700","B01"
"S14385","M3776","P3","2025-02-24","2025-05-25","4300","B02"
"S14386","M5128","P3","2025-02-24","2025-05-25","4300","B05"
"S14387","M5620","P4","2025-02-24","2026-02-24","19000","B05"
"S14388","M721","P5","2025-02-24","2026-02-24","16000","B05"
"S14389","M888","P6","2025-02-24","2025-03-26","1500","B04"
"S1439","M358","P1","2022-10-21","2023-01-19","4700","B02"
"S14390","M3459","P1","2025-02-24","2025-05-25","4700","B03"
"S14391","M1663","P6","2025-02-24","2025-03-26","1500","B03"
"S14392","M2481","P4","2025-02-24","2026-02-24","19000","B05"
"S14393","M4245","P4","2025-02-24","2026-02-24","19000","B06"
"S14394","M5225","P6","2025-02-24","2025-03-26","1500","B07"
"S14395","M1783","P3","2025-02-24","2025-05-25","4300","B06"
"S14396","M146","P4","2025-02-24","2026-02-24","19000","B08"
"S14397","M2266","P3","2025-02-24","2025-05-25","4300","B04"
"S14398","M5055","P4","2025-02-24","2026-02-24","19000","B03"
"S14399","M3814","P1","2025-02-24","2025-05-25","4700","B03"
"S144","M1172","P6","2022-03-08","2022-04-07","1500","B02"
"S1440","M4382","P4","2022-10-21","2023-10-21","19000","B01"
"S14400","M4061","P5","2025-02-24","2026-02-24","16000","B04"
"S14401","M4505","P4","2025-02-24","2026-02-24","19000","B05"
"S14402","M4984","P3","2025-02-24","2025-05-25","4300","B03"
"S14403","M4367","P6","2025-02-24","2025-03-26","1500","B06"
"S14404","M2913","P1","2025-02-24","2025-05-25","4700","B08"
"S14405","M4552","P2","2025-02-24","2025-03-26","1800","B06"
"S14406","M5456","P6","2025-02-24","2025-03-26","1500","B08"
"S14407","M3409","P2","2025-02-25","2025-03-27","1800","B01"
"S14408","M590","P3","2025-02-25","2025-05-26","4300","B02"
"S14409","M2222","P1","2025-02-25","2025-05-26","4700","B01"
"S1441","M2275","P2","2022-10-22","2022-11-21","1800","B01"
"S14410","M2276","P1","2025-02-25","2025-05-26","4700","B01"
"S14411","M128","P3","2025-02-25","2025-05-26","4300","B04"
"S14412","M4783","P2","2025-02-25","2025-03-27","1800","B04"
"S14413","M5032","P3","2025-02-25","2025-05-26","4300","B04"
"S14414","M1333","P5","2025-02-25","2026-02-25","16000","B03"
"S14415","M2488","P5","2025-02-25","2026-02-25","16000","B05"
"S14416","M5589","P3","2025-02-25","2025-05-26","4300","B04"
"S14417","M027","P3","2025-02-25","2025-05-26","4300","B03"
"S14418","M3878","P2","2025-02-25","2025-03-27","1800","B06"
"S14419","M125","P3","2025-02-25","2025-05-26","4300","B05"
"S1442","M1192","P2","2022-10-23","2022-11-22","1800","B01"
"S14420","M931","P4","2025-02-25","2026-02-25","19000","B05"
"S14421","M5571","P3","2025-02-25","2025-05-26","4300","B05"
"S14422","M4010","P6","2025-02-25","2025-03-27","1500","B08"
"S14423","M1053","P4","2025-02-25","2026-02-25","19000","B03"
"S14424","M1247","P3","2025-02-25","2025-05-26","4300","B09"
